Día;Línea de Servicio;Hora de operación;;;;;;;;;;;;;;;;;;;;
;;4:00:00 a/ m/;5:00:00 a/ m/;6:00:00 a/ m/;7:00:00 a/ m/;8:00:00 a/ m/;9:00:00 a/ m/;10:00:00 a/ m/;11:00:00 a/ m/;12:00:00 p/ m/;1:00:00 p/ m/;2:00:00 p/ m/;3:00:00 p/ m/;4:00:00 p/ m/;5:00:00 p/ m/;6:00:00 p/ m/;7:00:00 p/ m/;8:00:00 p/ m/;9:00:00 p/ m/;10:00:00 p/ m/;11:00:00 p/ m/;Total general (Número de pasajeros)
26/08/2024;LÍNEA 2;204;868;1.066;1.047;881;1.000;964;1.156;1.130;1.013;1.171;1.428;1.927;2.205;1.801;1.113;824;507;166;6;20.477
26/08/2024;LÍNEA A;17.403;50.336;64.371;54.202;32.417;27.410;23.946;26.008;29.121;27.536;34.140;36.172;60.258;83.287;55.869;30.332;19.734;16.328;7.866;44;696.780
26/08/2024;LÍNEA B;3.854;9.744;10.211;9.165;5.822;4.881;4.053;4.615;5.056;4.277;4.445;5.145;7.454;10.506;6.834;3.703;2.945;2.332;1.044;2;106.088
26/08/2024;LÍNEA H;238;601;452;289;169;105;101;156;125;76;52;56;87;52;69;30;21;9;1;;2.689
26/08/2024;LÍNEA K;2.333;2.794;2.167;2.190;1.644;1.250;976;1.108;1.273;884;663;656;922;821;683;470;549;258;51;;21.692
26/08/2024;LÍNEA M;405;1.020;915;673;416;336;281;349;441;318;373;477;676;1.028;1.207;822;487;350;305;47;10.926
26/08/2024;LÍNEA O;293;1.643;1.778;1.812;1.058;1.140;794;912;1.023;1.031;766;1.060;1.339;2.009;1.419;1.105;833;1.009;271;4;21.299
26/08/2024;LÍNEA P;1.419;3.256;3.256;2.213;1.223;982;736;1.347;1.216;781;680;703;902;1.308;641;434;593;459;99;2;22.250
26/08/2024;LÍNEA T-A;1.486;4.362;4.891;4.470;2.935;2.581;2.206;2.584;3.110;2.560;2.821;3.184;4.381;5.609;5.207;2.993;2.234;1.983;1.117;30;60.744
27/08/2024;LÍNEA 1;3.124;8.856;11.223;10.040;6.265;5.213;4.109;4.829;4.985;5.010;5.120;5.820;8.685;10.988;7.880;4.979;3.442;2.643;1.472;34;114.717
27/08/2024;LÍNEA 2;215;960;1.120;1.174;928;930;946;1.078;1.137;1.025;1.227;1.465;1.989;2.069;1.796;1.273;848;567;207;4;20.958
27/08/2024;LÍNEA A;17.423;51.504;65.203;56.936;33.793;28.193;24.170;25.807;29.214;28.784;33.535;36.624;62.042;84.939;57.379;32.961;21.497;17.915;8.842;35;716.796
27/08/2024;LÍNEA B;3.753;10.091;10.466;9.615;5.965;4.919;4.293;4.393;5.174;4.535;4.496;5.200;7.849;10.890;7.028;4.045;3.674;2.487;1.132;1;110.006
27/08/2024;LÍNEA H;231;625;485;255;188;123;108;137;111;86;57;55;87;88;36;34;29;16;3;;2.754
27/08/2024;LÍNEA K;2.412;2.811;2.614;2.242;1.646;1.172;959;1.090;1.304;881;727;799;1.017;1.035;698;485;543;233;73;1;22.742
27/08/2024;LÍNEA L;;;;;;102;106;135;140;118;197;150;121;138;;;;;;;1.207
27/08/2024;LÍNEA M;418;1.029;993;677;406;322;256;320;456;319;390;506;749;1.029;1.173;905;511;352;336;40;11.187
27/08/2024;LÍNEA O;284;1.827;1.787;2.146;1.324;1.405;868;1.050;1.092;1.091;994;1.314;1.473;1.905;1.635;1.111;989;1.019;335;14;23.663
27/08/2024;LÍNEA P;1.390;3.439;3.319;2.254;1.245;936;757;1.209;1.107;733;604;693;869;1.201;643;411;502;456;122;1;21.891
27/08/2024;LÍNEA T-A;1.439;4.905;5.134;5.073;3.151;2.686;2.332;2.799;3.388;2.748;2.805;3.369;4.785;5.920;5.445;3.437;2.492;2.078;1.246;41;65.273
28/08/2024;LÍNEA 1;2.990;8.825;10.950;10.390;6.311;5.171;4.260;4.767;4.982;5.005;5.247;5.832;8.617;11.124;7.914;4.773;3.542;2.594;1.457;29;114.780
28/08/2024;LÍNEA 2;207;930;1.043;1.097;869;920;954;1.068;1.152;1.067;1.082;1.391;1.842;2.013;1.840;1.192;880;561;227;7;20.342
28/08/2024;LÍNEA A;16.568;48.244;64.349;57.237;33.130;27.929;23.805;25.368;29.504;29.106;33.335;36.355;60.952;84.468;57.750;31.633;21.335;17.628;8.910;33;707.639
28/08/2024;LÍNEA B;3.661;10.029;10.304;9.536;5.892;4.980;4.110;4.648;5.142;4.471;4.535;5.075;7.768;10.432;7.211;3.910;3.594;2.643;1.196;3;109.140
28/08/2024;LÍNEA H;208;623;483;277;160;113;104;145;117;81;73;36;80;65;49;29;26;7;4;;2.680
28/08/2024;LÍNEA K;2.431;2.823;2.680;2.301;1.605;1.206;976;1.106;1.253;886;706;773;1.041;997;690;536;498;260;79;;22.847
28/08/2024;LÍNEA L;;;;;;92;78;106;114;137;95;101;122;133;;;;;;;978
28/08/2024;LÍNEA M;397;1.019;964;689;446;327;289;335;429;299;368;459;717;960;1.258;877;519;399;327;47;11.125
28/08/2024;LÍNEA O;301;1.716;1.791;1.933;1.171;1.357;875;1.131;1.120;1.119;1.035;1.235;1.458;2.026;1.473;1.148;989;1.037;321;14;23.250
28/08/2024;LÍNEA P;1.340;3.390;3.208;2.256;1.306;894;750;1.249;1.153;713;641;586;929;1.266;662;415;632;510;115;;22.015
28/08/2024;LÍNEA T-A;1.459;4.620;5.069;5.122;3.106;2.870;2.279;2.729;3.353;2.797;2.972;3.319;4.631;5.848;5.582;3.231;2.552;2.178;1.158;51;64.926
29/08/2024;LÍNEA 1;3.074;8.912;10.712;9.985;6.308;5.314;4.136;4.813;4.921;4.899;5.022;5.817;8.600;10.999;7.777;4.797;3.452;2.706;1.483;44;113.771
29/08/2024;LÍNEA 2;212;908;1.075;1.183;870;883;933;1.078;1.093;975;1.268;1.349;1.827;2.106;1.730;1.182;983;571;224;1;20.451
29/08/2024;LÍNEA A;16.984;50.229;64.237;56.202;33.508;27.967;23.853;25.551;28.813;28.777;33.215;37.736;61.451;82.549;56.290;31.782;21.660;18.156;9.038;37;708.035
29/08/2024;LÍNEA B;3.727;9.877;10.134;9.452;6.095;4.907;4.166;4.451;5.108;4.650;4.199;5.325;7.729;10.573;7.067;4.069;3.518;2.643;1.153;6;108.849
29/08/2024;LÍNEA H;225;609;502;272;169;127;95;127;109;109;45;44;86;76;54;21;27;11;2;;2.710
29/08/2024;LÍNEA K;2.393;2.841;2.663;2.196;1.460;1.123;999;1.071;1.307;915;741;724;1.003;966;635;487;520;225;71;2;22.342
29/08/2024;LÍNEA L;;;;;;104;125;81;120;108;103;93;144;109;;;;;;;987
29/08/2024;LÍNEA M;403;1.028;975;657;419;260;306;335;443;301;406;475;681;978;1.221;867;456;351;298;78;10.938
29/08/2024;LÍNEA O;293;1.731;1.792;2.107;1.079;1.259;798;1.106;1.005;1.212;914;1.184;1.655;1.719;1.602;1.107;1.007;1.008;313;5;22.896
29/08/2024;LÍNEA P;1.361;3.406;3.213;2.256;1.294;958;758;1.316;1.150;728;683;698;816;1.204;693;409;648;463;97;;22.151
29/08/2024;LÍNEA T-A;1.438;4.817;5.004;5.044;3.166;2.654;2.289;2.962;3.185;2.884;2.804;3.198;4.640;5.721;5.326;3.236;2.513;2.079;1.281;45;64.286
30/08/2024;LÍNEA 1;3.007;8.670;10.684;9.521;6.235;5.444;4.471;4.871;5.292;5.187;5.783;6.750;9.024;10.011;7.594;5.154;3.745;2.916;1.743;75;116.177
30/08/2024;LÍNEA 2;229;857;1.065;1.093;913;958;987;1.141;1.151;1.109;1.223;1.553;1.956;1.956;1.818;1.290;899;606;285;5;21.094
30/08/2024;LÍNEA A;16.976;49.414;63.211;54.418;33.256;28.647;25.060;26.206;31.025;31.050;37.494;46.007;66.987;73.661;56.430;37.024;24.093;19.577;11.552;1.634;733.722
30/08/2024;LÍNEA B;3.512;9.882;10.073;9.271;5.815;5.071;4.690;4.743;5.363;4.922;4.961;6.036;8.162;9.677;6.902;4.489;3.561;2.599;1.466;68;111.263
30/08/2024;LÍNEA H;208;582;490;322;194;126;104;142;139;79;72;73;99;100;60;54;34;17;9;3;2.907
30/08/2024;LÍNEA K;2.351;2.914;2.663;2.236;1.762;1.286;1.073;1.115;1.325;1.152;959;961;1.113;1.011;751;642;615;315;139;14;24.397
30/08/2024;LÍNEA L;;;;;;102;74;90;144;121;84;143;124;138;;;;;;;1.020
30/08/2024;LÍNEA M;368;998;943;647;431;294;294;330;409;368;406;563;703;969;1.078;821;587;405;345;97;11.056
30/08/2024;LÍNEA O;280;1.581;1.702;2.063;1.054;1.260;953;1.130;1.089;1.190;911;1.272;1.419;1.645;1.193;1.039;857;880;335;19;21.872
30/08/2024;LÍNEA P;1.330;3.294;3.193;2.358;1.328;972;824;1.213;1.413;958;807;881;1.049;1.102;716;559;753;516;160;11;23.437
30/08/2024;LÍNEA T-A;1.396;4.405;4.804;4.811;3.114;2.774;2.382;2.907;3.480;2.891;2.971;3.730;4.758;5.540;4.920;3.671;2.630;2.001;1.440;251;64.876
31/08/2024;LÍNEA 1;2.162;4.922;6.160;6.835;5.193;4.599;4.565;5.116;6.675;6.602;6.123;5.337;4.981;4.554;4.456;3.498;2.716;2.620;1.514;80;88.708
31/08/2024;LÍNEA 2;144;571;622;770;650;785;853;1.036;1.421;1.379;1.242;1.199;1.162;1.201;1.142;871;642;519;228;11;16.448
31/08/2024;LÍNEA A;12.454;28.940;35.747;36.084;26.669;24.724;25.609;30.652;45.390;46.225;42.895;38.916;35.981;35.268;32.889;25.390;19.361;17.999;10.504;203;571.900
31/08/2024;LÍNEA B;2.727;5.874;6.170;6.368;4.792;4.672;4.792;5.320;7.047;6.742;6.450;5.637;5.135;4.716;4.213;3.431;3.065;2.337;1.364;11;90.863
31/08/2024;LÍNEA H;127;360;376;285;170;156;138;137;150;115;124;96;92;60;78;104;50;54;20;1;2.693
31/08/2024;LÍNEA K;1.713;2.582;2.572;2.136;1.613;1.344;1.358;1.414;1.354;1.294;1.235;1.151;1.241;1.197;911;778;758;562;265;4;25.482
31/08/2024;LÍNEA L;;;;;;245;183;219;236;219;246;247;274;289;4;;;;;;2.162
31/08/2024;LÍNEA M;278;598;708;590;373;334;395;444;543;670;689;702;597;556;633;591;501;403;338;102;10.045
31/08/2024;LÍNEA O;203;807;970;1.339;767;866;685;970;1.072;1.008;790;676;642;680;539;518;465;405;222;13;13.637
31/08/2024;LÍNEA P;899;1.950;2.013;1.687;1.212;958;966;1.046;1.051;955;950;919;862;691;720;567;530;460;223;4;18.663
31/08/2024;LÍNEA T-A;1.039;2.692;3.358;3.744;2.547;2.558;2.537;2.925;3.789;3.815;3.546;3.401;3.167;2.977;3.016;2.570;2.200;1.950;1.424;87;53.342
1/09/2024;LÍNEA 1;589;1.655;1.374;1.369;1.727;2.516;2.878;2.672;2.705;2.884;2.789;2.767;2.997;2.809;2.876;2.385;2.327;1.817;255;;41.391
1/09/2024;LÍNEA 2;6;185;186;244;235;350;493;423;545;501;509;462;541;554;512;412;310;248;35;;6.751
1/09/2024;LÍNEA A;4.657;10.497;12.835;13.284;12.108;13.277;15.238;14.951;15.863;16.654;17.953;18.057;20.187;20.481;19.672;16.285;15.390;12.078;927;;270.394
1/09/2024;LÍNEA B;1.050;1.840;2.137;2.094;1.891;2.233;2.620;2.711;2.835;2.991;3.020;2.843;3.143;3.078;3.148;2.434;1.879;1.684;170;;43.801
1/09/2024;LÍNEA H;;;;;2;133;104;91;100;89;82;98;90;68;84;71;47;19;7;;1.085
1/09/2024;LÍNEA J;;;;;12;677;581;594;604;564;581;504;648;539;604;427;264;150;21;;6.770
1/09/2024;LÍNEA K;;;;;535;956;1.030;1.024;1.095;1.064;1.039;1.144;1.435;1.223;1.046;765;742;398;5;;13.501
1/09/2024;LÍNEA L;;;;;22;101;234;273;335;285;281;301;426;400;1;;;;;;2.659
1/09/2024;LÍNEA M;;;;;8;272;290;306;300;378;375;461;506;390;455;392;331;322;116;;4.902
1/09/2024;LÍNEA O;19;264;93;81;277;301;350;321;342;357;395;391;494;376;427;401;424;318;66;;5.697
1/09/2024;LÍNEA P;;;;;45;641;629;578;648;706;698;649;708;597;620;524;493;250;11;;7.797
1/09/2024;LÍNEA T-A;339;727;1.089;1.029;972;1.266;1.526;1.470;1.697;1.723;1.772;1.871;1.979;1.904;2.056;1.684;1.605;1.370;306;;26.385
2/09/2024;LÍNEA 1;3.025;8.315;10.365;9.721;6.165;5.401;4.453;4.883;5.111;5.103;5.470;5.978;8.297;10.612;7.644;4.604;3.293;2.294;1.344;44;112.122
2/09/2024;LÍNEA 2;189;863;1.038;1.074;894;976;1.105;1.152;1.234;1.081;1.271;1.519;2.025;2.202;1.914;1.094;753;548;178;3;21.113
2/09/2024;LÍNEA A;16.889;48.048;62.316;54.892;33.531;29.291;25.114;26.628;29.929;29.616;34.786;37.083;59.752;82.776;58.896;31.456;20.326;16.485;8.391;30;706.235
2/09/2024;LÍNEA B;3.093;8.066;9.091;8.060;5.227;4.747;4.174;4.356;4.986;4.485;4.692;5.379;7.641;10.723;7.088;4.103;3.078;2.324;1.160;9;102.482
2/09/2024;LÍNEA H;196;603;484;263;171;127;104;160;121;97;85;65;79;67;40;40;34;14;12;;2.762
2/09/2024;LÍNEA J;1.367;2.355;2.201;1.944;1.205;906;772;766;809;651;541;567;688;559;445;301;263;116;52;;16.508
2/09/2024;LÍNEA K;2.328;2.764;2.602;2.083;1.694;1.203;1.031;1.030;1.336;961;733;764;973;796;684;513;605;223;90;1;22.414
2/09/2024;LÍNEA M;388;926;932;641;418;358;275;359;449;358;351;512;655;923;1.245;865;462;360;308;36;10.821
2/09/2024;LÍNEA O;255;1.588;1.675;1.866;1.083;1.192;837;912;980;993;920;959;1.639;1.841;1.314;1.159;853;922;295;6;21.289
2/09/2024;LÍNEA P;1.283;3.116;3.154;2.204;1.316;1.018;791;1.262;1.186;784;636;682;844;1.219;664;424;582;489;114;3;21.771
2/09/2024;LÍNEA T-A;1.461;4.102;4.746;4.491;2.975;2.580;2.349;2.589;3.088;2.724;2.808;3.144;4.304;5.544;5.244;3.085;2.191;1.820;1.148;45;60.438
3/09/2024;LÍNEA 1;2.949;8.586;11.154;10.275;6.509;5.556;4.311;4.692;5.084;5.139;5.342;6.193;8.746;10.949;8.186;5.028;3.252;2.541;1.373;38;115.903
3/09/2024;LÍNEA 2;168;935;1.074;1.166;985;945;1.027;1.141;1.198;1.017;1.164;1.530;2.035;2.091;1.832;1.192;886;566;214;6;21.172
3/09/2024;LÍNEA A;16.147;49.767;65.564;58.727;35.384;29.406;24.722;26.389;30.731;30.473;34.826;38.950;64.770;86.168;59.843;32.988;21.137;17.604;8.702;58;732.356
3/09/2024;LÍNEA B;3.018;8.444;9.199;8.793;5.610;4.758;4.018;4.461;5.022;4.600;4.738;5.499;8.256;11.144;7.196;4.679;3.421;2.622;1.325;6;106.809
3/09/2024;LÍNEA H;211;603;505;282;181;120;108;164;139;104;62;66;87;77;34;40;39;20;4;;2.846
3/09/2024;LÍNEA J;1.443;2.542;2.392;1.913;1.333;917;737;748;863;624;496;553;641;569;374;238;231;80;48;1;16.743
3/09/2024;LÍNEA K;2.300;2.799;2.600;2.228;1.693;1.286;1.066;1.049;1.403;966;764;770;1.112;988;675;459;533;227;59;4;22.981
3/09/2024;LÍNEA L;;;;;;96;42;130;124;114;111;139;136;124;;;;;;;1.016
3/09/2024;LÍNEA M;378;977;984;679;400;363;276;341;445;344;375;505;730;786;445;1.043;505;366;325;28;10.295
3/09/2024;LÍNEA O;255;1.723;1.745;2.124;1.197;1.246;907;1.068;1.105;1.150;985;1.154;1.806;1.976;1.336;1.032;1.069;1.019;317;11;23.225
3/09/2024;LÍNEA P;1.193;3.185;3.179;2.359;1.260;992;811;1.336;1.283;810;694;720;944;1.333;627;381;518;510;114;1;22.250
3/09/2024;LÍNEA T-A;1.363;4.681;5.077;5.234;3.183;2.792;2.380;2.738;3.389;2.844;2.931;3.371;4.829;3.254;2.360;3.697;2.392;1.996;1.136;48;59.695
4/09/2024;LÍNEA 1;2.991;8.742;10.764;9.842;6.157;5.174;4.378;4.531;5.152;5.106;5.482;6.060;8.417;10.136;7.284;4.486;3.178;2.542;1.398;44;111.864
4/09/2024;LÍNEA 2;203;938;1.038;1.162;892;916;1.022;1.050;1.211;1.069;1.233;1.473;1.808;1.681;1.704;1.076;879;534;206;4;20.099
4/09/2024;LÍNEA A;16.757;50.829;63.237;54.185;34.384;29.964;26.182;26.973;31.348;30.529;35.820;43.714;68.926;80.555;52.471;30.101;20.312;16.736;8.777;75;721.875
4/09/2024;LÍNEA B;3.080;8.388;9.138;8.563;5.346;4.624;3.933;4.323;5.163;4.695;4.829;5.936;8.995;10.695;6.822;4.049;3.246;2.538;1.241;6;105.610
4/09/2024;LÍNEA H;191;602;481;285;169;118;104;131;132;69;55;71;68;94;52;32;26;8;4;;2.692
4/09/2024;LÍNEA J;1.504;2.509;2.387;1.899;1.269;937;741;822;858;766;625;585;789;674;501;360;272;117;30;;17.645
4/09/2024;LÍNEA K;2.343;2.785;2.593;2.268;1.629;1.281;1.004;1.065;1.381;936;720;792;1.094;1.059;782;497;546;270;68;1;23.114
4/09/2024;LÍNEA L;;;;;;200;133;141;111;112;150;132;222;163;;;;;;;1.364
4/09/2024;LÍNEA M;427;978;979;649;391;308;346;274;458;310;422;519;678;963;1.242;871;507;372;296;39;11.029
4/09/2024;LÍNEA O;262;1.766;1.773;2.058;1.197;1.212;879;1.054;1.155;1.111;1.068;1.289;1.629;1.925;1.356;1.001;859;902;275;12;22.783
4/09/2024;LÍNEA P;1.314;3.453;3.134;2.332;1.264;987;844;1.277;1.208;826;819;703;1.009;1.168;666;436;603;396;121;1;22.561
4/09/2024;LÍNEA T-A;1.528;4.653;5.059;4.830;3.084;2.817;2.446;2.711;3.395;2.841;3.052;3.593;4.826;5.778;4.599;3.137;2.366;1.956;1.135;59;63.865
5/09/2024;LÍNEA 1;2.935;8.567;10.797;9.773;6.348;5.479;4.395;4.759;5.091;5.110;5.608;6.236;8.739;10.345;7.009;4.541;3.080;2.559;1.383;69;112.823
5/09/2024;LÍNEA 2;194;911;1.115;1.098;897;902;1.029;1.102;1.130;1.010;1.155;1.487;1.930;2.119;1.636;1.092;897;541;200;6;20.451
5/09/2024;LÍNEA A;16.114;49.835;64.044;53.341;32.758;27.435;23.503;25.235;29.130;29.432;35.819;41.099;65.442;77.022;49.924;29.204;19.672;16.587;8.739;47;694.382
5/09/2024;LÍNEA B;3.053;8.265;9.078;8.192;5.485;4.476;3.913;4.128;4.861;4.516;4.723;5.791;8.123;10.290;6.504;4.033;2.973;2.076;1.251;13;101.744
5/09/2024;LÍNEA H;207;636;490;259;181;120;90;166;93;84;72;54;90;60;49;29;44;12;5;;2.741
5/09/2024;LÍNEA J;1.427;2.555;2.387;1.966;1.445;1.241;1.057;1.062;1.084;971;739;705;859;748;622;362;355;146;53;4;19.788
5/09/2024;LÍNEA K;2.248;2.785;2.633;2.246;1.625;1.244;1.000;1.121;1.338;913;797;763;1.084;937;671;467;507;238;75;;22.692
5/09/2024;LÍNEA L;;;;;;129;102;134;194;133;152;95;171;177;;;;;;;1.287
5/09/2024;LÍNEA M;433;991;990;615;438;331;301;305;435;319;396;547;739;960;1.249;791;428;319;289;78;10.954
5/09/2024;LÍNEA O;256;1.616;1.709;2.001;1.042;1.238;805;963;936;1.047;903;1.187;1.534;1.964;1.263;993;755;960;253;10;21.435
5/09/2024;LÍNEA P;1.256;3.334;3.122;2.341;1.335;980;833;1.182;1.212;757;748;778;995;1.143;613;426;581;324;109;1;22.070
5/09/2024;LÍNEA T-A;1.418;4.522;5.033;4.989;3.093;2.598;2.230;2.660;3.199;2.877;2.925;3.389;4.613;5.544;4.836;2.958;2.170;1.770;1.234;51;62.109
6/09/2024;LÍNEA 1;2.988;7.945;10.318;9.013;5.992;3.905;3.907;4.434;4.861;4.842;5.539;6.595;8.833;9.289;6.962;5.034;3.261;2.572;1.749;85;108.124
6/09/2024;LÍNEA 2;204;876;1.036;1.070;865;957;964;1.008;1.110;1.038;1.257;1.541;1.981;1.913;1.623;1.185;722;589;301;6;20.246
6/09/2024;LÍNEA A;17.146;47.190;59.064;48.650;30.886;26.011;22.731;24.157;27.843;28.778;37.240;47.032;66.989;69.624;49.231;31.764;20.328;17.780;10.511;119;683.074
6/09/2024;LÍNEA B;2.966;7.533;8.443;7.753;4.965;4.264;3.668;3.845;4.651;4.340;4.788;6.092;8.447;9.444;6.892;8.958;4.059;3.010;2.319;19;106.456
6/09/2024;LÍNEA H;194;577;453;258;167;154;81;159;137;81;79;69;85;83;43;39;46;20;7;;2.732
6/09/2024;LÍNEA J;1.473;2.543;2.439;2.301;1.533;1.012;775;840;865;721;645;654;717;601;471;372;295;131;71;;18.459
6/09/2024;LÍNEA K;2.273;2.830;2.603;2.215;1.673;1.306;1.111;1.149;1.308;992;913;906;1.017;1.034;694;558;592;287;126;;23.587
6/09/2024;LÍNEA L;;;;;;138;66;134;123;156;126;134;116;155;;;;;;;1.148
6/09/2024;LÍNEA M;386;905;950;632;424;306;291;342;391;339;414;487;726;1.138;1.104;707;513;340;351;68;10.814
6/09/2024;LÍNEA O;272;1.286;1.620;1.836;972;1.101;686;872;977;702;1.005;1.138;1.448;1.725;1.183;1.071;751;784;306;24;19.759
6/09/2024;LÍNEA P;1.244;3.188;3.091;2.222;1.293;922;701;773;959;702;687;665;813;893;625;484;498;274;143;1;20.178
6/09/2024;LÍNEA T-A;1.482;4.010;4.724;4.415;2.852;2.458;2.204;2.559;2.997;2.629;3.055;2.725;4.475;5.427;4.528;3.383;2.287;1.909;1.396;86;59.601
7/09/2024;LÍNEA 1;2.159;4.847;5.951;6.803;4.870;4.199;4.184;4.677;6.547;6.229;6.090;5.015;4.914;4.426;4.173;3.326;2.517;2.361;1.320;92;84.700
7/09/2024;LÍNEA 2;163;562;605;775;622;684;793;1.014;1.413;1.312;1.148;1.181;1.074;1.119;1.146;821;543;494;215;8;15.692
7/09/2024;LÍNEA A;12.668;28.382;34.613;35.285;25.477;23.042;23.620;29.001;45.040;44.015;41.034;36.154;33.154;32.025;30.904;23.559;17.902;16.738;8.466;125;541.204
7/09/2024;LÍNEA B;2.356;4.818;5.088;5.496;4.121;4.155;4.292;4.570;6.455;6.257;5.989;5.070;4.812;4.401;3.802;3.073;2.555;2.064;1.138;14;80.526
7/09/2024;LÍNEA H;156;383;355;255;170;129;125;130;130;116;94;114;103;77;53;42;63;27;17;2;2.541
7/09/2024;LÍNEA J;987;1.668;1.858;1.700;1.281;959;927;830;826;734;686;664;725;542;598;529;342;305;123;;16.284
7/09/2024;LÍNEA K;1.860;2.611;2.515;2.068;1.545;1.295;1.252;1.265;1.364;1.168;1.058;925;1.007;974;843;702;638;450;207;3;23.750
7/09/2024;LÍNEA L;;;;;;162;203;162;191;138;170;140;184;210;1;;;;;;1.561
7/09/2024;LÍNEA M;287;656;713;547;362;311;270;388;558;739;684;681;618;609;608;554;423;390;319;65;9.782
7/09/2024;LÍNEA O;204;862;947;1.280;786;783;720;860;1.098;904;836;643;784;687;636;484;461;433;249;8;13.665
7/09/2024;LÍNEA P;883;1.857;2.075;1.761;1.066;910;852;943;1.013;895;824;750;721;600;616;541;510;363;193;1;17.374
7/09/2024;LÍNEA T-A;1.206;2.737;3.329;3.715;2.586;2.290;2.352;2.937;3.844;3.757;3.641;3.280;3.061;3.018;3.007;2.395;1.877;1.764;1.189;71;52.056
8/09/2024;LÍNEA 1;510;1.598;2.052;2.040;2.012;2.396;2.550;2.457;2.600;2.772;2.921;2.710;2.808;2.668;2.782;2.385;2.249;1.719;251;;41.480
8/09/2024;LÍNEA 2;14;200;217;294;207;364;533;380;609;546;423;433;455;545;467;419;336;194;29;;6.665
8/09/2024;LÍNEA A;3.784;10.677;12.558;10.997;10.740;12.103;13.508;13.662;14.905;16.978;18.991;17.314;18.453;20.589;20.325;17.112;15.414;11.780;819;;260.709
8/09/2024;LÍNEA B;701;1.719;1.898;1.778;1.788;2.175;2.480;2.526;3.003;3.043;3.082;2.776;2.834;3.029;2.972;2.415;2.081;1.449;146;;41.895
8/09/2024;LÍNEA H;;;;;9;117;122;80;80;79;63;76;100;88;88;81;60;33;1;;1.077
8/09/2024;LÍNEA J;;;;;7;901;726;669;601;617;542;619;589;720;644;541;396;244;6;;7.822
8/09/2024;LÍNEA K;;;;;594;1.044;1.010;1.004;913;1.013;971;1.122;1.097;1.196;969;793;695;336;22;;12.779
8/09/2024;LÍNEA L;;;;;99;134;337;274;257;232;299;297;404;392;;;;;;;2.725
8/09/2024;LÍNEA M;;;;;4;291;309;273;283;348;311;401;388;404;396;406;388;290;130;;4.622
8/09/2024;LÍNEA O;37;327;327;298;272;284;359;358;332;375;404;340;381;466;472;404;454;308;45;;6.243
8/09/2024;LÍNEA P;;;;;15;729;608;586;635;617;703;651;636;609;635;600;532;293;9;;7.858
8/09/2024;LÍNEA T-A;214;754;970;987;1.007;1.353;1.556;1.505;1.604;1.654;1.810;1.787;1.791;1.805;1.972;1.762;1.726;1.335;269;;25.861
9/09/2024;LÍNEA 1;3.030;8.635;10.588;9.646;6.011;5.130;4.211;4.734;4.960;4.858;5.383;6.028;8.482;10.803;7.653;4.624;3.209;2.484;1.270;32;111.771
9/09/2024;LÍNEA 2;206;894;1.068;1.130;878;893;967;1.075;1.135;1.059;1.285;1.517;1.998;2.111;1.798;1.087;794;495;179;3;20.572
9/09/2024;LÍNEA A;17.189;49.465;64.752;54.219;32.743;27.388;25.510;26.047;29.163;28.907;34.560;36.872;61.072;83.925;57.470;31.289;20.550;16.546;8.059;33;705.759
9/09/2024;LÍNEA B;3.218;8.313;9.238;8.037;5.125;4.452;3.878;4.346;4.767;4.352;4.382;5.092;7.478;10.529;6.767;3.950;3.129;2.194;1.118;1;100.366
9/09/2024;LÍNEA H;217;628;515;274;94;120;83;137;121;84;72;68;96;60;43;38;41;11;3;;2.705
9/09/2024;LÍNEA J;1.432;2.453;2.390;2.060;1.305;914;662;807;824;726;527;497;635;561;411;284;241;109;34;3;16.875
9/09/2024;LÍNEA K;2.405;2.819;2.575;2.209;1.644;1.282;1.039;1.027;1.292;831;723;740;894;864;655;483;541;245;75;1;22.344
9/09/2024;LÍNEA M;429;995;954;651;250;285;272;337;462;321;416;512;717;981;1.235;801;494;352;271;35;10.770
9/09/2024;LÍNEA O;240;1.635;1.829;1.812;1.069;1.188;739;979;981;1.032;903;1.006;1.529;1.814;1.347;1.055;902;888;219;5;21.172
9/09/2024;LÍNEA P;1.357;3.312;3.203;2.237;1.262;925;780;1.094;1.143;754;664;631;990;1.197;625;417;551;447;127;1;21.717
9/09/2024;LÍNEA T-A;1.539;4.274;5.052;4.557;1.270;2.557;2.230;2.499;3.150;2.682;2.955;3.091;4.485;5.553;5.243;3.094;2.183;1.813;1.042;43;59.312
10/09/2024;LÍNEA 1;3.017;9.112;10.959;10.024;6.284;5.286;4.199;5.030;5.119;5.032;5.680;6.162;8.316;10.543;7.641;4.607;3.243;2.788;1.405;29;114.476
10/09/2024;LÍNEA 2;205;919;1.107;1.160;903;916;1.049;1.114;1.146;1.019;1.205;1.524;1.837;2.143;1.715;1.102;828;535;175;6;20.608
10/09/2024;LÍNEA A;17.125;51.569;65.000;56.482;33.891;29.276;25.139;26.362;30.354;30.174;36.651;41.474;60.292;82.413;56.395;31.307;21.632;18.279;8.789;46;722.650
10/09/2024;LÍNEA B;3.187;8.727;9.230;8.603;5.262;4.692;4.086;4.458;5.099;4.408;4.656;5.505;7.560;10.449;7.192;3.906;3.498;2.402;1.134;17;104.071
10/09/2024;LÍNEA H;225;628;515;255;154;119;99;134;118;88;51;61;79;62;48;33;35;11;1;;2.716
